node_id,node_type,name,description,source,metadata,community,centrality
wiki_creatures_and_enemies,boss,Creatures and Enemies,"Creatures and Enemies in Elden Ring are the wildlife and foes inhabiting the Lands Between. These hostile monsters, animals, and NPCs are fought in order to progress through the game, or to obtain different types of items and resources, like Runes, Spells, and Equipment. This page contains a list of all Elden Ring Enemies, each with their individual page containing specific information, such as stats, locations, drops, and resistances. Enemies in Elden Ring retain the dark, brooding style that FromSoftware is known for. Grotesque and imposing figures, as well as traps like fire contraptions and ballistae, will attempt to stop the player from completing the journey for the elusive Elden Ring.",merged,"{""Item"": ""Type"", ""Academy Glintstone Staff"": ""Glintstone Staff"", ""Aeonian Butterfly"": ""Crafting Material"", ""Alabaster Lord's Sword"": ""Greatsword"", ""Albinauric Bloodclot"": ""Crafting Material"", ""Albinauric Bow"": ""Bow"", ""Albinauric Shield"": ""Medium Shield"", ""Altus Bloom"": ""Crafting Material"", ""Ancient Dragon Smithing Stone"": ""Upgrade Material"", ""Antspur Rapier"": ""Thrusting Sword"", ""Aristocrat Set"": ""Armor Set"", ""Arrow"": ""Arrow"", ""Arteria Leaf"": ""Crafting Material"", ""Ash of War: Barbaric Roar"": ""Ash of War"", ""Ash of War: Barrage"": ""Ash of War"", ""Ash of War: Barricade Shield"": ""Ash of War"", ""Ash of War: Blood Tax"": ""Ash of War"", ""Ash of War: Bloodhound's Step"": ""Ash of War"", ""Ash of War: Bloody Slash"": ""Ash of War"", ""Ash of War: Chilling Mist"": ""Ash of War"", ""Ash of War: Determination"": ""Ash of War"", ""Ash of War: Double Slash"": ""Ash of War"", ""Ash of War: Giant Hunt"": ""Ash of War"", ""Ash of War: Golden Vow"": ""Ash of War"", ""Ash of War: Gravitas"": ""Ash of War"", ""Ash of War: Hoarfrost Stomp"": ""Ash of War"", ""Ash of War: Holy Ground"": ""Ash of War"", ""Ash of War: Ice Spear"": ""Ash of War"", ""Ash of War: Lifesteal Fist"": ""Ash of War"", ""Ash of War: Mighty Shot"": ""Ash of War"", ""Ash of War: Phantom Slash"": ""Ash of War"", ""Ash of War: Piercing Fang"": ""Ash of War"", ""Ash of War: Poison Moth Flight"": ""Ash of War"", ""Ash of War: Prayerful Strike"": ""Ash of War"", ""Ash of War: Repeating Thrust"": ""Ash of War"", ""Ash of War: Sacred Blade"": ""Ash of War"", ""Ash of War: Shared Order"": ""Ash of War"", ""Ash of War: Sky Shot"": ""Ash of War"", ""Ash of War: Stamp (Sweep)"": ""Ash of War"", ""Ash of War: Sword Dance"": ""Ash of War"", ""Ash of War: Thops's Barrier"": ""Ash of War"", ""Ash of War: Unsheathe"": ""Ash of War"", ""Ash of War: Wild Strikes"": ""Ash of War"", ""Bandit's Curved Sword"": ""Curved Sword"", ""Banished Knight Set"": ""Armor Set"", ""Banished Knight's Greatsword"": ""Greatsword"", ""Banished Knight's Halberd"": ""Halberd"", ""Banished Knight's Shield"": ""Medium Shield"", ""Barrier of Gold"": ""Incantation"", ""Battlemage Set"": ""Armor Set"", ""Beast Blood"": ""Crafting Material"", ""Beast Champion Set"": ""Armor Set"", ""Beast Liver"": ""Crafting Material"", ""Beastman's Cleaver"": ""Curved Greatsword"", ""Beastman's Curved Sword"": ""Curved Sword"", ""Beastman's Jar-Shield"": ""Medium Shield"", ""Bernahl's Bell Bearing"": ""Key Item"", ""Black-Key Bolt"": ""Bolt"", ""Blackflame Monk Set"": ""Armor Set"", ""Blasphemous Claw"": ""Tool"", ""Blood-Tainted Excrement"": ""Crafting Material"", ""Bloodflame Blade"": ""Incantation"", ""Bloodrose"": ""Crafting Material"", ""Bloodsoaked Tabard"": ""Chest Armor"", ""Bloodstained Dagger"": ""Dagger"", ""Blue Festive Set"": ""Armor Set"", ""Blue Silver Set"": ""Armor Set"", ""Bolt"": ""Bolt"", ""Brass Shield"": ""Medium Shield"", ""Budding Cave Moss"": ""Crafting Material"", ""Budding Horn"": ""Crafting Material"", ""Bull-Goat Set"": ""Armor Set"", ""Butchering Knife"": ""Greataxe"", ""Carian Knight's Shield"": ""Medium Shield"", ""Carian Piercer"": ""Sorcery"", ""Celebrant's Cleaver"": ""Axe"", ""Celebrant's Rib-Rake"": ""Spear"", ""Celebrant's Sickle"": ""Elden Ring"", ""Cerulean Amber Medallion"": ""Talisman"", ""Chainlink Flail"": ""Flail"", ""Clayman's Harpoon"": ""Spear"", ""Clinging Bone"": ""Fist"", ""Commoner's Set"": ""Armor Set"", ""Crab Eggs"": ""Crafting Material"", ""Cracked Crystals"": ""Crafting Material"", ""Crepus's Vial"": ""Talisman"", ""Crescent Moon Axe"": ""Greataxe"", ""Crucible Hornshield"": ""Greatshield"", ""Crystal Burst"": ""Sorcery"", ""Cuckoo Glintstone"": ""Consumable Item"", ""Cuckoo Greatshield"": ""Greatshield"", ""Cuckoo Knight Set"": ""Armor Set"", ""Cure Poison"": ""Incantation"", ""Curved Club"": ""Hammer"", ""Curved Great Club"": ""Great Hammer (Warhammer)"", ""Dagger"": ""Dagger"", ""Demi-Human Queen's Staff"": ""Glintstone Staff"", ""Depraved Perfumer Set"": ""Armor Set"", ""Devourer's Scepter"": ""Great Hammer (Warhammer)"", ""Dewkissed Herba"": ""Crafting Material"", ""Digger's Staff"": ""Glintstone Staff"", ""Dirty Chainmail"": ""Chest Armor"", ""Dismounter"": ""Curved Greatsword"", ""Divine Fortification"": ""Incantation"", ""Dragon Communion Seal"": ""Sacred Seal"", ""Dragon Cult Prayerbook"": ""Key Item"", ""Dragon Heart"": ""Consumable Item"", ""Dwelling Arrow"": ""Arrow"", ""Eclipse Crest Greatshield"": ""Greatshield"", ""Eleonora's Poleblade"": ""Twinblade"", ""Envoy's Greathorn"": ""Colossal Weapon"", ""Envoy's Horn"": ""Hammer"", ""Envoy's Long Horn"": ""Great Hammer (Warhammer)"", ""Erdleaf Flower"": ""Crafting Material"", ""Erdtree Greatbow"": ""Greatbow"", ""Exile Set"": ""Armor Set"", ""Explosive Stone"": ""Consumable Item"", ""Explosive Stone Clump"": ""Consumable Item"", ""Eye of Yelough"": ""Crafting Material"", ""Faded Erdleaf Flower"": ""Crafting Material"", ""Falchion"": ""Curved Sword"", ""Festive Set"": ""Armor Set"", ""Fingerprint Grape"": ""Key Item"", ""Fingerprint Set"": ""Armor Set"", ""Fire Blossom"": ""Crafting Material"", ""Fire Monk Set"": ""Armor Set"", ""Fire Prelate Set"": ""Armor Set"", ""Flight Pinion"": ""Crafting Material"", ""Forked Greatsword"": ""Greatsword"", ""Forked Hatchet"": ""Axe"", ""Formic Rock"": ""Crafting Material"", ""Four-Toed Fowl Foot"": ""Crafting Material"", ""Frozen Raisin"": ""Consumable Item"", ""Fulgurbloom"": ""Crafting Material"", ""Fur Set"": ""Armor Set"", ""Furlcalling Finger Remedy"": ""Multiplayer Item"", ""Gelmir Glintstone Staff"": ""Glintstone Staff"", ""Ghiza's Wheel"": ""Colossal Weapon"", ""Ghost Glovewort (2)"": ""Upgrade Material"", ""Ghost Glovewort (4)"": ""Upgrade Material"", ""Ghost Glovewort (5)"": ""Upgrade Material"", ""Ghost Glovewort (6)"": ""Upgrade Material"", ""Ghost Glovewort (9)"": ""Upgrade Material"", ""Great Ghost Glovewort"": ""Upgrade Material"", ""Gilded Greatshield"": ""Greatshield"", ""Glass Shard"": ""Consumable Item"", ""Glintstone Arc"": ""Sorcery"", ""Glintstone Firefly"": ""Crafting Material"", ""Glintstone Scrap"": ""Consumable Item"", ""Glintstone Staff"": ""Glintstone Staff"", ""Glowstone"": ""Consumable Item"", ""Godrick Foot Soldier Set"": ""Armor Set"", ""Godrick Knight Set"": ""Armor Set"", ""Godrick Soldier Set"": ""Armor Set"", ""Gold-Tinged Excrement"": ""Crafting Material"", ""Golden Centipede"": ""Crafting Material"", ""Golden Greatshield"": ""Greatshield"", ""Golden Lightning Fortification"": ""Incantation"", ""Golden Rune (1)"": ""Consumable Item"", ""Golden Rune (10)"": ""Consumable Item"", ""Golden Rune (11)"": ""Consumable Item"", ""Golden Rune (2)"": ""Consumable Item"", ""Golden Rune (3)"": ""Consumable Item"", ""Golden Rune (4)"": ""Consumable Item"", ""Golden Rune (5)"": ""Consumable Item"", ""Golden Rune (6)"": ""Consumable Item"", ""Golden Rune (7)"": ""Consumable Item"", ""Golden Rune (8)"": ""Consumable Item"", ""Golden Rune (9)"": ""Consumable Item"", ""Golden Seed"": ""Upgrade Material"", ""Golden Sunflower"": ""Crafting Material"", ""Golem Greatbow"": ""Greatbow"", ""Golem's Great Arrow"": ""Greatarrow"", ""Golem's Halberd"": ""Colossal Weapon"", ""Golem's Magic Arrow"": ""Arrow"", ""Grave Glovewort (1)"": ""Upgrade Material"", ""Grave Glovewort (2)"": ""Upgrade Material"", ""Grave Glovewort (3)"": ""Upgrade Material"", ""Grave Glovewort (4)"": ""Upgrade Material"", ""Grave Glovewort (5)"": ""Upgrade Material"", ""Grave Glovewort (6)"": ""Upgrade Material"", ""Grave Glovewort (7)"": ""Upgrade Material"", ""Grave Glovewort (8)"": ""Upgrade Material"", ""Grave Scythe"": ""Reaper"", ""Grave Violet"": ""Crafting Material"", ""Gravel Stone"": ""Crafting Material"", ""Gravel Stone Seal"": ""Sacred Seal"", ""Gravity Stone Chunk"": ""Consumable Item"", ""Gravity Stone Fan"": ""Consumable Item"", ""Great Arrow"": ""Arrow"", ""Great Dragonfly Head"": ""Crafting Material"", ""Great Knife"": ""Dagger"", ""Greatbow"": ""Greatbow"", ""Greathorn Hammer"": ""Great Hammer (Warhammer)"", ""Guardian Set"": ""Armor Set"", ""Guardian's Swordspear"": ""Halberd"", ""Haima Glintstone Crown"": ""Helm"", ""Haligtree Crest Greatshield"": ""Greatshield"", ""Haligtree Set"": ""Armor Set"", ""Haligtree Foot Soldier Set"": ""Armor Set"", ""Haligtree Knight Set"": ""Armor Set"", ""Hammer Talisman"": ""Talisman"", ""Heavy Crossbow"": ""Crossbows"", ""Hefty Beast Bone"": ""Crafting Material"", ""Herba"": ""Crafting Material"", ""Highwayman Set"": ""Armor Set"", ""Hoslow's Oath Gesture"": ""Gesture"", ""Hoslow's Petal Whip"": ""Whip"", ""Hoslow's Set"": ""Armor Set"", ""Human Bone Shard"": ""Crafting Material"", ""Immunizing Horn Charm (+1)"": ""Talisman"", ""Imp Head (Cat)"": ""Helm"", ""Imp Head (Fanged)"": ""Helm"", ""Imp Head (Long-Tongued)"": ""Helm"", ""Imp Head (Wolf)"": ""Helm"", ""Inverted Hawk Towershield"": ""Greatshield"", ""Iron Cleaver"": ""Axe"", ""Iron Greatsword"": ""Greatsword"", ""Iron Spear"": ""Spear"", ""Jawbone Axe"": ""Axe"", ""Kaiden Set"": ""Armor Set"", ""Knight's Greatsword"": ""Greatsword"", ""Kukri"": ""Consumable Item"", ""Land Octopus Ovary"": ""Crafting Material"", ""Large Glintstone Scrap"": ""Consumable Item"", ""Larval Tear"": ""Key Items"", ""Lazuli Glintstone Sword"": ""Straight Sword"", ""Lazuli Robe"": ""Chest Armor"", ""Leyndell Foot Soldier Set"": ""Armor Set"", ""Leyndell Knight Set"": ""Armor Set"", ""Lightning Strike"": ""Incantation"", ""Living Jar Shard"": ""Crafting Material"", ""Lordsworn's Bolt"": ""Bolt"", ""Lordsworn's Shield"": ""Greatshield"", ""Lordsworn's Straight Sword"": ""Straight Sword"", ""Lucidity"": ""Sorcery"", ""Lump of Flesh"": ""Crafting Material"", ""Magic Downpour"": ""Sorcery"", ""Magma Blade"": ""Curved Sword"", ""Man-Serpent's Shield"": ""Small Shield"", ""House Marais Set"": ""Armor Set"", ""Marionette Soldier Birdhelm"": ""Helm"", ""Marionette Soldier Set"": ""Armor Set"", ""Mausoleum Knight Set"": ""Armor Set"", ""Mausoleum Soldier Set"": ""Armor Set"", ""Melted Mushroom"": ""Crafting Material"", ""Miquella's Lily"": ""Crafting Material"", ""Miranda Powder"": ""Crafting Material"", ""Monk's Flameblade"": ""Curved Greatsword"", ""Monk's Flamemace"": ""Hammer"", ""Mushroom"": ""Crafting Material"", ""Nagakiba"": ""Katana"", ""Nascent Butterfly"": ""Crafting Material"", ""Night Maiden Set"": ""Armor Set"", ""Night's Cavalry Set"": ""Armor Set"", ""Nightrider Flail"": ""Flail"", ""Nightrider Glaive"": ""Halberd"", ""Noble's Estoc"": ""Thrusting Sword"", ""Noble's Slender Sword"": ""Straight Sword"", ""Nox Monk Set"": ""Armor Set"", ""Nox Swordstress Set"": ""Armor Set"", ""Numen's Rune"": ""Consumable Item"", ""Octopus Head"": ""Helm"", ""Okina Mask"": ""Helm"", ""Old Aristocrat Set"": ""Armor Set"", ""Old Fang"": ""Crafting Material"", ""Omen Set"": ""Armor Set"", ""Omen Bairn"": ""Tool"", ""Omen Cleaver"": ""Curved Greatsword"", ""One-Eyed Shield"": ""Greatshield"", ""Page Set"": ""Armor Set"", ""Partisan"": ""Spear"", ""Perfumer Set"": ""Armor Set"", ""Perfumer's Bolt"": ""Bolt"", ""Perfumer's Shield"": ""Small Shield"", ""Pest's Glaive"": ""Halberd"", ""Pickaxe"": ""Great Hammer (Warhammer)"", ""Poison Armament"": ""Incantation"", ""Poison Mist"": ""Incantation"", ""Poisonbloom"": ""Crafting Material"", ""Poisoned Stone"": ""Consumable Item"", ""Poisoned Stone Clump"": ""Consumable Item"", ""Prelate's Inferno Crozier"": ""Colossal Weapon"", ""Prince of Death's Cyst"": ""Talisman"", ""Pumpkin Helm"": ""Helm"", ""Purifying Crystal Tear"": ""Crystal Tear"", ""Radahn Foot Soldier Set"": ""Armor Set"", ""Radahn Soldier Set"": ""Armor Set"", ""Rainbow Stone"": ""Consumable Item"", ""Raw Meat Dumpling"": ""Consumable Item"", ""Raya Lucaria Foot Soldier Set"": ""Armor Set"", ""Raya Lucarian Soldier Set"": ""Armor Set"", ""Raya Lucarian Sorcerer Set"": ""Armor Set"", ""Red Branch Shortbow"": ""Light Bow"", ""Redmane Greatshield"": ""Greatshield"", ""Redmane Knight Set"": ""Armor Set"", ""Reduvia"": ""Dagger"", ""Rickety Shield"": ""Small Shield"", ""Rimed Crystal Bud"": ""Crafting Material"", ""Ripple Crescent Halberd"": ""Halberd"", ""Rivers of Blood"": ""Katana"", ""Rotten Battle Hammer"": ""Great Hammer (Warhammer)"", ""Rotten Crystal Spear"": ""Spear"", ""Rotten Crystal Staff"": ""Glintstone Staff"", ""Rotten Duelist Set"": ""Armor Set"", ""Rotten Greataxe"": ""Colossal Weapon"", ""Rowa Fruit"": ""Crafting Material"", ""Rowa Raisin"": ""Consumable Item"", ""Royal Remains Set"": ""Armor Set"", ""Ruin Fragment"": ""Crafting Material"", ""Rune Arc"": ""Consumable Item"", ""Sacramental Bud"": ""Crafting Material"", ""Sacred Scorpion Charm"": ""Talisman"", ""Sacrificial Twig"": ""Talisman"", ""Sanctuary Stone"": ""Crafting Material"", ""Scaled Set"": ""Armor Set"", ""Serpent Arrow"": ""Arrow"", ""Shabriri Grape"": ""Key Item"", ""Shaman Set"": ""Armor Set"", ""Short Spear"": ""Spear"", ""Short Sword"": ""Straight Sword"", ""Shortbow"": ""Light Bow"", ""Silver Firefly"": ""Crafting Material"", ""Silver Tear Husk"": ""Crafting Material"", ""Sliver of Meat"": ""Crafting Material"", ""Slumbering Egg"": ""Crafting Material"", ""Smithing Stone (1)"": ""Upgrade Material"", ""Smithing Stone (2)"": ""Upgrade Material"", ""Smithing Stone (3)"": ""Upgrade Material"", ""Smithing Stone (4)"": ""Upgrade Material"", ""Smithing Stone (5)"": ""Upgrade Material"", ""Smithing Stone (6)"": ""Upgrade Material"", ""Smithing Stone (7)"": ""Upgrade Material"", ""Smithing Stone (8)"": ""Upgrade Material"", ""Smoldering Butterfly"": ""Crafting Material"", ""Soldier's Crossbow"": ""Crossbow"", ""Somber Ancient Dragon Smithing Stone"": ""Upgrade Material"", ""Somber Smithing Stone (1)"": ""Upgrade Material"", ""Somber Smithing Stone (2)"": ""Upgrade Material"", ""Somber Smithing Stone (3)"": ""Upgrade Material"", ""Somber Smithing Stone (4)"": ""Upgrade Material"", ""Somber Smithing Stone (5)"": ""Upgrade Material"", ""Somber Smithing Stone (6)"": ""Upgrade Material"", ""Somber Smithing Stone (7)"": ""Upgrade Material"", ""Somber Smithing Stone (8)"": ""Upgrade Material"", ""Somber Smithing Stone [9]"": ""Upgrade Material"", ""Spear"": ""Spear"", ""Spiked Club"": ""Hammer"", ""Spiked Spear"": ""Spear"", ""Spiritflame Arrow"": ""Arrow"", ""St. Trina's Arrow"": ""Arrow"", ""Staff of the Guilty"": ""Glintstone Staff"", ""Stone Club"": ""Hammer"", ""Stormhawk Feather"": ""Crafting Material"", ""String"": ""Crafting Material"", ""Strip of White Flesh"": ""Crafting Material"", ""Sweet Raisin"": ""Consumable Item"", ""Sword of Milos"": ""Greatsword"", ""Tarnished Golden Sunflower"": ""Crafting Material"", ""Taunter's Tongue"": ""Multiplayer Item"", ""Thin Animal/Beast Bones"": ""Crafting Material"", ""Thin Beast Bones"": ""Crafting Material"", ""Thorned Whip"": ""Whip"", ""Torchpole"": ""Spear"", ""Toxic Mushroom"": ""Crafting Material"", ""Tree Sentinel Set"": ""Armor Set"", ""Trina's Lily"": ""Crafting Material"", ""Troll Knight's Sword"": ""Colossal Sword"", ""Turtle Neck Meat"": ""Crafting Material"", ""Volcanic Stone"": ""Crafting Material"", ""Vulgar Militia Saw"": ""Halberd"", ""Vulgar Militia Set"": ""Armor Set"", ""Vulgar Militia Shotel"": ""Halberd"", ""Vyke's Dragonbolt"": ""Incantation"", ""Vyke's War Spear"": ""Great Spear"", ""War Surgeon Set"": ""Armor Set"", ""Warhawk's Talon"": ""Straight Sword"", ""Warped Axe"": ""Axe"", ""Warpick"": ""Hammer"", ""Watchdog's Greatsword"": ""Colossal Sword"", ""Weathered Straight Sword"": ""Straight Sword"", ""Yellow Ember"": ""Crafting Material"", ""Black Steel Twinblade"": ""Twinblade"", ""Black Steel Greathammer"": ""Great Hammer"", ""Black Knight Helm"": ""Armor"", ""Black Knight Armor"": ""Armor"", ""Black Knight Gauntlets"": ""Armor"", ""Black Knight Greaves"": ""Armor"", ""Blessed Bone Shard"": ""Crafting Material"", ""Innard Meat"": ""Consumables"", ""Curseblade's Cirque"": ""Weapons"", ""Curseblade Mask"": ""Armor"", ""Ascetic's Loincloth"": ""Armor"", ""Ascetic's Wrist Guards"": ""Armor"", ""Ascetic's Ankle Guards"": ""Armor"", ""Ember of Messmer"": ""Crafting Material"", ""Beast Horn"": ""Crafting Material"", ""Rada Fruit"": ""Crafting Material"", ""Redflesh Mushroom"": ""Crafting Material"", ""Whiteflesh Mushroom"": ""Crafting Material"", ""Knot Resin"": ""Crafting Material"", ""Deep-Purple Lily"": ""Crafting Material"", ""Silver Horn Tender"": ""Crafting Material"", ""Winter-Lantern Fly"": ""Crafting Material"", ""Surging-Frenzied Flame"": ""Crafting Material"", ""Black Pyrefly"": ""Crafting Material"", ""Dewgem"": ""Crafting Material"", ""Spiritgrave Stone"": ""Crafting Material"", ""Rauh Burrow"": ""Crafting Material"", ""Fire Spritestone"": ""Crafting Material"", ""Scorpion Liver"": ""Crafting Material"", ""Horned Warrior's Sword"": ""Curved Sword"", ""Horned Warrior's Greatsword"": ""Curved Greatsword"", ""Horned Warrior Helm"": ""Armor"", ""Horned Warrior Armor"": ""Armor"", ""Horned Warrior Gauntlets"": ""Armor"", ""Horned Warrior Greaves"": ""Armor"", ""Fire Knight's Greatsword"": ""Colossal Sword"", ""Fire Knight's Shortsword"": ""Dagger"", ""Fire Knight Helm"": ""Armor"", ""Fire Knight Armor"": ""Armor"", ""Fire Knight Gauntlets"": ""Armor"", ""Fire Knight Greaves"": ""Armor"", ""Sacred Bloody Flesh"": ""Consumables"", ""Bloodfiend's Fork"": ""Spear"", ""Nectarblood Burgeon"": ""Crafting Material"", ""Bloodfiend's Arm"": ""Colossal Weapon"", ""Bloodfiend's Sacred Spear"": ""Great Spear"", ""Scadutree Fragment"": ""Upgrade Material"", ""Sun Realm Shield"": ""Medium Shield"", ""Gas Stone"": ""Crafting Material"", ""Golden Horn Tender"": ""Consumables"", ""Divine Bird Helm"": ""Armor"", ""Divine Bird Warrior Armor"": ""Armor"", ""Divine Bird Warrior Gauntlets"": ""Armor"", ""Divine Bird Warrior Greaves"": ""Armor"", ""Messmer Soldier's Axe"": ""Axe"", ""Messmer Soldier's Spear"": ""Great Spear"", ""Messmer Soldier Shield"": ""Armor"", ""Messmer Soldier Helm"": ""Armor"", ""Messmer Soldier Armor"": ""Armor"", ""Messmer Soldier Gauntlets"": ""Armor"", ""Messmer Soldier Greaves"": ""Armor"", ""Shadow Militiaman Helm"": ""Armor"", ""Shadow Militiaman Armor"": ""Armor"", ""Shadow Militiaman Gauntlets"": ""Armor"", ""Shadow Militiaman Greaves"": ""Armor"", ""Glovewort Crystal Tear"": ""Crystal Tear"", ""Furnace Visage"": ""Crafting Material"", ""Crimsonburst Dried Tear"": ""Crystal Tear"", ""Deflecting Hardtear"": ""Crystal Tear"", ""Oil-Soaked Tear"": ""Crystal Tear"", ""Bloodsucking Cracked Tear"": ""Crystal Tear"", ""Cerulean-Sapping Cracked Tear"": ""Crystal Tear"", ""Crimson-Sapping Cracked Tear"": ""Crystal Tear"", ""Viridian Hidden Tear"": ""Crystal Tear"", ""Common Soldier Helm"": ""Armor"", ""Common Soldier Cloth Armor"": ""Armor"", ""Common Soldier Gauntlets"": ""Armor"", ""Common Soldier Greaves"": ""Armor"", ""Starlight Shards"": ""Consumables"", ""Polter Stone"": ""Consumables"", ""Congealed Putrescence"": ""Crafting Material"", ""Sharp Gravel Stone"": ""Crafting Material"", ""Scimitar"": ""Curved Sword"", ""Scripture Wooden Shield"": ""Small Shield"", ""Grossmesser"": ""Curved Sword"", ""Longbow"": ""Bow"", ""Pearlescent Scale"": ""Crafting Material"", ""Revered Spirit Ash"": ""Upgrade Material"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Enemies""}",6,0.0006067074546420863
wiki_crucible_knight_siluria,boss,Crucible Knight Siluria,"Crucible Knight Siluria is a Greater Foe Boss in Elden Ring. Crucible Knight Siluria is one of the very few normal sized Bosses, they perform quick heavy attacks but they have not too much Health. It is found in Deeproot Depths. This is an optional boss as players don't need to defeat it to advance in Elden Ring.",wiki,"{""Location"": ""Deeproot Depths"", ""Drops"": ""25,000Siluria's Tree"", ""HP"": ""4,606"", ""Stronger VS All status effects Immune to Hemorrhage"": ""Weaker to Fire Lightning""}",197,0.0003106810063183286
wiki_crucible_knight_and_misbegotten_warrior,boss,Crucible Knight and Misbegotten Warrior,Crucible Knight and Misbegotten Warrior is a Field Boss in Elden Ring. A fearsome Misbegotten and a stoic knight have come to Redmane Castle to test their strength. This is an optional boss as players don't need to defeat it to advance.,wiki,"{""Location"": ""Redmane Castle"", ""Drops"": ""16,000Ruins Greatsword"", ""HP"": ""4,515"", ""Strong VS Magic Holy Lightning"": ""Weaker to Slash Fire"", ""Strong VS All Status Effects Immune to Hemorrhage"": ""Weaker to Fire Lightning""}",126,0.0011680023452213322
wiki_crumbling_farum_azula,boss,Crumbling Farum Azula,"Crumbling Farum Azula is a Legacy Dungeon in Elden Ring. Crumbling Farum Azula may also be considered a very small region, which can be reached through the Site of Grace at the Forge of the Giants in Mountaintops of the Giants, either by talking to Melina or listening to the flame, depending on your prior decisions in the game.",wiki,{},32,0.0012579180227462125
wiki_crystal_release,boss,Crystal Release,Crystal Release is a Sorcery in Elden Ring. Crystal Release spell bombards a large area with projectiles. Updated to Patch 1.07.,wiki,"{""Spell Type"": ""Crystalian Sorceries"", ""FP Cost 34"": ""Slots Used 1""}",148,0.0
wiki_crystal_tears,boss,Crystal Tears,"Crystal Tears in Elden Ring are Key Items that can be mixed in the Flask of Wondrous Physick for various special effects and buffs. This page covers their names, effects, durations, and Locations. These for the most part stack with additional buffs that can be applied to your character, and you are limited to only two Crystal Tears that can be put in your flask.",wiki,"{""Name"": ""Type"", ""Crimsonburst Dried Tear"": ""HP"", ""Deflecting Hardtear"": ""Defensive"", ""Crimson-Sapping Cracked Tear"": ""HP"", ""Cerulean-Sapping Cracked Tear"": ""FP"", ""Bloodsucking Cracked Tear"": ""Offensive"", ""Glovewort Crystal Tear"": ""Offensive /Elemental DMG"", ""Viridian Hidden Tear"": ""Stamina"", ""Oil-Soaked Tear"": ""Defensive""}",93,1.0661067147947615e-05
wiki_curseblade_labirith,boss,Curseblade Labirith,Curseblade Labirith is a Field Boss in Elden Ring. Curseblade Labirith can turn invisible during combat and is found in the depths of Bonny Gaol. This is an optional boss as players don't need to defeat it to advance in Elden Ring: Shadow of the Erdtree.,wiki,"{""Location"": ""Bonny Gaol"", ""Drops"": ""100,000 Curseblade Meera"", ""HP"": ""8,426"", ""Stronger VS None"": ""Weaker to Slash Sleep""}",100,0.00015322368224111077
wiki_curseblade_meera,boss,Curseblade Meera,"Curseblade Meera is a Spirit and Summon in Elden Ring. It is a brand-new Spirit in the Shadow of the Erdtree DLC. Curseblade Meera summons an agile and powerful Curseblade. It is dropped by defeating Curseblade Labirith, at Bonny Gaol.",wiki,"{""Type"": ""Spirit Summon"", ""FP Cost 91"": ""HP Cost -""}",100,0.00015322368224111077
wiki_damage_types,boss,Damage Types,"Damage Type in Elden Ring is an important mechanic pertaining to Combat. Damage is divided into two major groups: Physical and Elemental. Damage Type is affected by many factors, including your equipment, skills and temporary buffs. Players and enemies can also inflict abnormal status effects which can deal or modify damage.",merged,"{""wiki_url"": ""https://eldenring.wiki.fextralife.com/Damage+Types""}",9,0.0019608822451648235
wiki_dancer_of_ranah,boss,Dancer of Ranah,Dancer of Ranah is a Boss in Elden Ring Shadow of the Erdtree. Dancer of Ranah is an agile fighter with a unique attack style and is found in Southern Nameless Mausoleum in an island west from the Cerulean Coast. This is an optional boss as players don't need to defeat it to advance in Elden Ring.,wiki,"{""Location"": ""Southern Nameless Mausoleum"", ""Drops"": ""80,000 Dancing Blade of RanahDancer's Set"", ""HP"": ""15,025"", ""Stronger VS Fire"": ""Weaker to Strike Pierce""}",100,0.0
wiki_dancing_blade_of_ranah,boss,Dancing Blade of Ranah,Dancing Blade of Ranah is a paired Curved Sword in Elden Ring. It is a brand new Curved Sword in the Shadow of the Erdtree DLC. The Dancing Blade of Ranah scales primarily with Dexterity and is a good Weapon for Dexterity Builds that attack rapidly. This weapon comes with the Unending Dance Skill which lets you slash repeatedly until you drain your stamina.,merged,"{""Attack Phy 88 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 37 Mag 28 Fire 29 Ligt 29 Holy 27 Boost 20"", ""Scaling Str - Dex B"": ""Requires Str 9 Dex 20"", ""Curved Sword"": ""Slash"", ""Unending Dance"": ""FP 2"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Dancing+Blade+of+Ranah""}",9,6.444593683427453e-05
wiki_danes_hat,boss,Dane's Hat,"Dane's Hat is a Helm in Elden Ring. It is a brand new Helm in the Shadow of the Erdtree DLC. Dane's Hat is part of the Dane's Set, and is the hat of Dryleaf Dane. Dane's Hat protect the player's head by applying various defensive properties, it also changes the appearance as well when it is equipped. Some armor pieces may be available to both genders but may be slightly different for male and female characters.",wiki,"{""Dmg Negation Phy 1.8 VS Strike 2.3 VS Slash 1.4 VS Pierce 1.4 Magic 5.0 Fire 4.2 Ligt 4.5 Holy 5.0"": ""Resistance Immunity 16 Robustness 11 Focus 33 Vitality 31 Poise 3"", ""Helm"": ""Wgt. 2.2""}",100,6.496764384143774e-05
